GSM5527895	GSM5527896	GSM5527897	GSM5527898	GSM5527899	GSM5527900	GSM5527901	GSM5527902	GSM5527903	GSM5527904	GSM5527905	GSM5527906
cg07993518	0.878122225	0.849032652	0.871957528	0.872844194	0.860950157	0.8167644	0.885618825	0.802682191	0.832460815	0.850417822	0.864720407	0.834532863
cg25242306	0.24254413	0.232330478	0.247445475	0.208585805	0.219855915	0.215382066	0.21002313	0.283249014	0.218343711	0.223222305	0.220598762	0.18126487
cg00199355	0.868400722	0.87757794	0.848285284	0.893422282	0.886551085	0.888393622	0.898109641	0.888981552	0.891282871	0.867860203	0.857092151	0.900355288
cg02001991	0.291606292	0.309719493	0.325028718	0.291836256	0.307625711	0.278420756	0.289657639	0.291701696	0.241959437	0.303242275	0.340545676	0.280198355
cg17459743	0.207046872	0.217284205	0.167254814	0.280192834	0.146318743	0.250858349	0.179615736	0.18008946	0.215215505	0.205558378	0.229510684	0.24033357
cg27588321	0.766974229	0.793556227	0.702332062	0.828712303	0.768628979	0.792600802	0.779941231	0.798092802	0.727689105	0.79035802	0.769335517	0.837094387
cg19435547	0.919013797	0.8932496	0.904535681	0.895836656	0.874412061	0.908955348	0.902492183	0.904014273	0.907035394	0.918749579	0.90891529	0.914594178
cg04148640	0.891247084	0.873562771	0.899013258	0.886754674	0.910371486	0.871138587	0.892407959	0.883402896	0.859760292	0.894029035	0.90332391	0.853548207
cg26252958	0.804368502	0.804098599	0.836292653	0.817109305	0.856297593	0.84303904	0.907374952	0.870792368	0.845092832	0.875419501	0.912110422	0.898323799
cg17291906	0.66716208	0.701958102	0.644817524	0.690845163	0.756667141	0.65921304	0.676090993	0.731580831	0.707594596	0.713371017	0.710210697	0.708413094
cg14884931	0.816594643	0.84059458	0.824697189	0.828795653	0.841537795	0.82272558	0.841553646	0.840294886	0.848992152	0.830791655	0.865212069	0.835304282
cg20276144	0.881267515	0.87733874	0.899843615	0.80861712	0.888713318	0.881752145	0.896507046	0.851091869	0.867518363	0.865537683	0.850202918	0.841734919
cg25693349	0.169818094	0.206005654	0.133301418	0.153781751	0.158897562	0.216622344	0.183460049	0.242586021	0.188639814	0.164540037	0.14992912	0.232978127
cg02381708	0.732627004	0.738402794	0.760919552	0.680411105	0.773569536	0.732528569	0.716423714	0.716921276	0.723213065	0.755268485	0.713251167	0.691570582
cg07603058	0.048786671	0.091313926	0.049311057	0.056556387	0.118110044	0.072227801	0.059153494	0.120854358	0.073353198	0.051368872	0.085897741	0.056035748
cg04078283	0.882773969	0.866187575	0.88251595	0.895622686	0.822015372	0.876069031	0.904267099	0.867091956	0.900706602	0.915743742	0.889206208	0.870793717
cg03085312	0.384793055	0.393578847	0.481397874	0.34164149	0.358831941	0.354320332	0.360269712	0.345464545	0.366837571	0.371679009	0.390607715	0.323265527
cg06814248	0.593272973	0.607165978	0.605110316	0.637242779	0.574859345	0.617282374	0.602187003	0.612955289	0.621938394	0.635628504	0.606595348	0.643328189
cg27393431	0.879446205	0.882137448	0.872031807	0.875475153	0.879116973	0.851455609	0.876727683	0.86268376	0.863079352	0.86505893	0.86331393	0.843918226
cg25837094	0.907706981	0.898425599	0.892910653	0.883942716	0.860136649	0.898545522	0.908035875	0.884142635	0.903716846	0.907701574	0.878015213	0.893913952
cg02268561	0.129818709	0.083339664	0.094201965	0.06648636	0.077586479	0.120947206	0.083576848	0.063857085	0.082126486	0.086403173	0.06905439	0.082108326
cg26691434	0.190256961	0.188912956	0.157493143	0.159044542	0.120250561	0.203841951	0.151626342	0.127286088	0.164991842	0.142939739	0.141192915	0.14546698
cg10058508	0.881167617	0.881519331	0.873437942	0.887987597	0.884290547	0.838182859	0.859625316	0.853814129	0.868863956	0.883535181	0.866317422	0.813444838
cg15818729	0.866091136	0.872332679	0.865635339	0.87152456	0.866889066	0.892756709	0.84166135	0.86020803	0.867234393	0.871093543	0.861449355	0.868433007
cg10515688	0.127074307	0.131099902	0.145403055	0.119230466	0.145718301	0.144110835	0.152448478	0.213991967	0.142922302	0.134239657	0.141229878	0.139029032
cg14497465	0.733027388	0.719283763	0.665930025	0.781858321	0.744300345	0.777145648	0.769033063	0.746456027	0.785598315	0.756992383	0.783641206	0.840416571
cg00412514	0.122099172	0.131902523	0.115786672	0.088347109	0.084349045	0.120252577	0.123720536	0.107814055	0.090582735	0.141703165	0.107939695	0.152415034
cg14674171	0.128410691	0.178936372	0.138182071	0.112201599	0.1240681	0.118550046	0.120881662	0.135729658	0.122327187	0.145242688	0.10998035	0.091365706
cg22584802	0.138674596	0.167368406	0.139899842	0.217794056	0.138642774	0.149506542	0.180603742	0.148813443	0.137077428	0.161165325	0.163652542	0.152993934
cg18559386	0.319835549	0.319206127	0.294928561	0.413045989	0.297185698	0.329099074	0.303918817	0.30418424	0.331908879	0.324024003	0.352338854	0.305317646
cg25236958	0.859093205	0.841230374	0.6964901	0.861833488	0.83859335	0.868451427	0.842694595	0.859502651	0.821117506	0.853231398	0.822032164	0.864687116
cg24420338	0.440439789	0.396715656	0.421402433	0.410483325	0.458618094	0.387732095	0.391957446	0.365311218	0.405210173	0.387811794	0.448774657	0.425914807
cg13474790	0.116718523	0.105846476	0.122743496	0.100187695	0.105667871	0.101758513	0.077495292	0.108816825	0.08901247	0.074735241	0.0835383	0.058572873
cg13123771	0.764926196	0.764222258	0.788272245	0.810219687	0.820757812	0.737662382	0.770762468	0.779044557	0.765341347	0.823748266	0.817596658	0.77845319
cg07702689	0.425437486	0.41112179	0.420632085	0.356289455	0.45826208	0.43212577	0.412345775	0.422234364	0.434074092	0.410319329	0.416117593	0.381774264
cg11507059	0.751011319	0.723138423	0.73671802	0.766244741	0.740829917	0.775188738	0.745284979	0.772563996	0.762043504	0.778848748	0.774591058	0.777028376
cg13478400	0.809746541	0.818061635	0.788457256	0.80881101	0.815484168	0.813068615	0.804243073	0.796314816	0.814656789	0.789090779	0.783383102	0.796999734
cg00549876	0.400069727	0.414857216	0.37637446	0.463738046	0.418673701	0.414431976	0.393731274	0.373144138	0.416485343	0.388168127	0.368267384	0.427300365
cg00570498	0.462236704	0.462635522	0.428343413	0.453824086	0.495664755	0.501215116	0.476874702	0.532458439	0.482034648	0.465386803	0.44959889	0.481279749
cg00334594	0.775969079	0.764468709	0.706575201	0.835617574	0.80369364	0.808498665	0.808964922	0.839490844	0.839516758	0.799285103	0.798007294	0.843777174
cg25375589	0.857452328	0.839122288	0.857684595	0.848995152	0.839583212	0.813890875	0.765393045	0.794139703	0.75623142	0.847096021	0.827850729	0.774768808
cg00963090	0.096448359	0.09804634	0.127813002	0.117548146	0.088411545	0.08506985	0.106706856	0.07651107	0.088546333	0.1132495	0.12884594	0.107928362
cg10854528	0.897220692	0.887318886	0.879978621	0.842971724	0.890443455	0.891778888	0.900607689	0.899036404	0.904943251	0.909343536	0.889722131	0.879486311
cg11793573	0.30940684	0.277356656	0.27666798	0.291549565	0.355015256	0.260275406	0.28402611	0.316380015	0.274774383	0.293330254	0.303152595	0.275955954
cg21927637	0.844285856	0.858169499	0.853749246	0.853665988	0.87799025	0.879175162	0.854356521	0.861646148	0.851879274	0.852992772	0.849700953	0.874429883
cg25527108	0.747295441	0.725320842	0.733424865	0.732457046	0.767351185	0.742843537	0.754907067	0.761260144	0.73402503	0.788973306	0.746288465	0.746343994
cg01321230	0.774250312	0.8149056	0.788447125	0.835092721	0.895280518	0.833911481	0.859450719	0.874614445	0.851469566	0.837958753	0.849053224	0.861313169
cg13396060	0.805661247	0.807270139	0.830624161	0.756141451	0.831615919	0.779849095	0.816134861	0.80572383	0.807800304	0.835555406	0.792559147	0.792324021
cg04533831	0.91682083	0.907839059	0.903556715	0.907698536	0.896446711	0.86954426	0.899444614	0.872978228	0.871609368	0.905402608	0.895645808	0.870650319
cg21796654	0.141632908	0.1460874	0.219060656	0.152780485	0.206390285	0.163747008	0.13188021	0.119862357	0.082913403	0.14200108	0.144010562	0.13499006
cg03689458	0.805125734	0.869490106	0.846107895	0.844611467	0.892221019	0.85109448	0.891295801	0.878093951	0.863553658	0.870914305	0.895428731	0.861012967
cg07316730	0.749997367	0.82808812	0.757749516	0.781998722	0.845900097	0.774656125	0.807334531	0.831164491	0.852087999	0.823110613	0.83126251	0.80159585
cg21281164	0.829895417	0.824427934	0.87424955	0.858478367	0.864875373	0.839096815	0.923211551	0.859671656	0.85044968	0.864330806	0.914115753	0.922134283
cg18543312	0.781465019	0.817702585	0.826052228	0.851700425	0.866343234	0.811225281	0.85070962	0.854163696	0.837454637	0.8511046	0.881516908	0.853464938
cg03588919	0.774090608	0.773329175	0.694153918	0.783253851	0.777382101	0.829800866	0.795486593	0.785078823	0.770087376	0.786603752	0.728238051	0.790242099
cg16509531	0.83727473	0.822771417	0.754251496	0.837825864	0.82318842	0.810336015	0.808508787	0.83731147	0.805982259	0.79237525	0.801149139	0.840216542
cg25602536	0.274750119	0.222674952	0.288548167	0.241575871	0.250865315	0.237054919	0.237293118	0.212335931	0.248733753	0.231546679	0.264987083	0.227601552
cg26787199	0.181141803	0.18712327	0.16379854	0.208586197	0.187308349	0.185425572	0.177518309	0.20698467	0.157984385	0.17602798	0.150225866	0.154411211
cg21301319	0.82095599	0.850306884	0.776969738	0.81574601	0.85599645	0.792823259	0.856637852	0.863190312	0.846564311	0.854032331	0.829848743	0.826466118
cg00649632	0.751990267	0.750364954	0.688654403	0.639003375	0.713340115	0.709601325	0.742161562	0.725180206	0.71171859	0.737581077	0.704107072	0.72551795
cg01658789	0.759953117	0.75500646	0.745447572	0.736556739	0.754086018	0.726229441	0.762550312	0.730789546	0.762776631	0.76246118	0.747140467	0.717857779
cg19006135	0.414802344	0.378498261	0.392976374	0.467160359	0.381902195	0.41734072	0.403607033	0.388260082	0.41758959	0.429100107	0.466221346	0.437795772
cg15757195	0.804401846	0.805595855	0.727121173	0.820591106	0.699183273	0.797581449	0.830671954	0.756659595	0.811071959	0.840870368	0.765896371	0.837388205
cg16777216	0.806905982	0.852451905	0.804902935	0.833209054	0.875630952	0.843956718	0.841801584	0.90571677	0.862687497	0.864876831	0.848764414	0.867440691
cg06242807	0.242770652	0.217821246	0.212560013	0.217899378	0.185078417	0.241158231	0.212882309	0.185108137	0.223267216	0.196087489	0.215026284	0.219334929
cg04616529	0.834489481	0.807999571	0.777642792	0.793913387	0.823219045	0.820122592	0.810298602	0.817399161	0.854264093	0.826690159	0.78337188	0.801772702
cg27087377	0.154380146	0.167915531	0.206566319	0.131105178	0.134924425	0.105222678	0.141862766	0.144747055	0.156375269	0.153245567	0.197523465	0.114851919
cg01055868	0.766153379	0.797081851	0.75510029	0.76312021	0.783698733	0.812782396	0.774972452	0.793184651	0.781807554	0.781979431	0.782435189	0.750454087
cg19929822	0.795323475	0.791713242	0.761977516	0.808306574	0.812561307	0.816831282	0.801600807	0.858464404	0.828294453	0.805318002	0.76168773	0.853211003
cg26327551	0.879944126	0.871473777	0.900148621	0.898767619	0.870578189	0.849145505	0.861614574	0.831008843	0.859949374	0.860394536	0.881089133	0.884629284
cg25909535	0.771547067	0.782281309	0.768981451	0.812136058	0.82066751	0.764697039	0.775450149	0.800544871	0.764670827	0.78983553	0.808035772	0.791450624
cg17047253	0.777648269	0.826826988	0.82292009	0.855342161	0.866914225	0.841063336	0.902046936	0.88202669	0.865468044	0.871692584	0.91655396	0.910325091
cg11036669	0.314271868	0.282734417	0.340423557	0.313994101	0.343681808	0.3020651	0.305301182	0.266653849	0.306195604	0.32896265	0.314418624	0.299819846
cg15789789	0.868918044	0.849275649	0.837397084	0.86401285	0.828778286	0.876478109	0.87901636	0.804680717	0.862925765	0.874030446	0.848767069	0.87276027
cg17599983	0.821765098	0.834711955	0.842608026	0.720227901	0.837771179	0.84260499	0.800836484	0.820232672	0.757124402	0.810507751	0.797319737	0.782407316
cg27387307	0.781439115	0.787688039	0.755233338	0.737075969	0.707496635	0.761962026	0.801011701	0.731998222	0.814985376	0.818978038	0.774042844	0.812067264
cg06243638	0.753897109	0.763903209	0.721516044	0.699790646	0.761470471	0.740056174	0.766543965	0.761348084	0.707113454	0.781178167	0.723929417	0.74098032
cg11215274	0.8457912	0.843641976	0.857680971	0.85078406	0.815562834	0.833042332	0.799801198	0.791302181	0.838015376	0.784424935	0.811706716	0.81105373
cg25940485	0.770866405	0.748318516	0.722087311	0.855057996	0.812077386	0.863751648	0.793233312	0.814750932	0.811966045	0.811110997	0.819474304	0.863777645
cg26274118	0.306016345	0.316583752	0.250722335	0.359726627	0.363121892	0.32160544	0.272868348	0.361662232	0.308169175	0.277056725	0.306575751	0.333659898
cg11606229	0.786689963	0.795359354	0.845299742	0.814206	0.8195816	0.758750417	0.788537685	0.775975533	0.760439163	0.819974115	0.821768253	0.749131672
cg21165029	0.523881547	0.502237904	0.516789378	0.532584041	0.511258205	0.491849062	0.493852606	0.482402878	0.488285391	0.523732362	0.540898208	0.479706362
cg19767562	0.10526685	0.143448799	0.085566069	0.1030521	0.117167724	0.120294641	0.131653536	0.108439289	0.1363504	0.114899708	0.129101328	0.114653996
cg18718503	0.848018977	0.824511279	0.828604878	0.854519104	0.845847889	0.790167474	0.83159704	0.813236247	0.817140676	0.856761004	0.831487538	0.797885719
cg07060074	0.151310923	0.175667025	0.219371615	0.172459371	0.152780476	0.107137543	0.181700668	0.120799335	0.129610379	0.161719646	0.198707545	0.157490715
cg02249596	0.838620398	0.830828472	0.778398464	0.859715634	0.861755527	0.850461774	0.83132668	0.857337277	0.845537389	0.84483138	0.821974409	0.894313782
cg14095525	0.889588094	0.877376526	0.881244213	0.852229284	0.896615234	0.86695601	0.891118934	0.882118351	0.892280585	0.895251417	0.858083304	0.875195767
cg20030158	0.928625672	0.897599288	0.919752459	0.901753674	0.89502262	0.859691245	0.877029753	0.849662366	0.852867623	0.893690464	0.888796489	0.863069298
cg12873119	0.762662008	0.780639979	0.7503055	0.768436772	0.74317545	0.750438285	0.735649409	0.731079962	0.752449143	0.77179309	0.758709683	0.752578528
cg00444906	0.13541622	0.135383648	0.115289578	0.176329129	0.14567333	0.188217148	0.198322	0.21732831	0.194428094	0.205387368	0.201107292	0.191083785
cg09299082	0.803436067	0.816779774	0.78991702	0.751551192	0.811362317	0.793505708	0.808763531	0.790947582	0.80907116	0.80067696	0.804256671	0.79549313
cg15143370	0.201170469	0.199028126	0.176105193	0.154994889	0.141721422	0.205967164	0.155956639	0.123931963	0.164030758	0.164131951	0.152735181	0.156184983
cg01842756	0.883601743	0.915039468	0.928425645	0.897226564	0.879060467	0.887400291	0.852566924	0.857351525	0.860920711	0.848529335	0.891338603	0.891795044
cg16753353	0.910660375	0.869813179	0.890588104	0.872645853	0.912740741	0.90106445	0.883020262	0.902068313	0.89870344	0.891873339	0.889574851	0.901210926
cg10416312	0.843475811	0.831146067	0.798510437	0.827663327	0.795490651	0.786400102	0.800957731	0.781434485	0.801477702	0.822150355	0.811680257	0.811004872
cg03534481	0.882366254	0.882798844	0.892673565	0.87198566	0.904801994	0.87097053	0.879176054	0.890877793	0.869690507	0.884700908	0.881991653	0.850944609
cg01268058	0.197575412	0.252184863	0.165094078	0.272156131	0.29429039	0.296267339	0.282181847	0.326001317	0.300719997	0.298864174	0.309827888	0.291236707
cg07002540	0.858839395	0.850440697	0.855501272	0.878985102	0.849177333	0.841783057	0.8104801	0.809971795	0.83358609	0.849774994	0.846924979	0.829347004
cg17636851	0.622875065	0.64801966	0.447829289	0.618666451	0.629806257	0.623607746	0.651304273	0.587512311	0.604682957	0.700820325	0.580378418	0.607171886
cg26177201	0.834436527	0.835606107	0.80262364	0.868124142	0.829995014	0.884529898	0.857924748	0.844474063	0.86699098	0.8565174	0.848496771	0.885406391
cg03855983	0.871078686	0.842818265	0.86215899	0.857872524	0.752577749	0.851269459	0.863873702	0.83706326	0.853668352	0.884153344	0.83917062	0.849935147
cg10727316	0.195539461	0.207428638	0.14791401	0.263039926	0.123291457	0.23517528	0.158101095	0.152771596	0.210069218	0.16084744	0.214627589	0.192362037
cg08368624	0.877272927	0.841288237	0.867294072	0.775684589	0.865317932	0.853459515	0.832261075	0.835938153	0.803719153	0.850909017	0.82460811	0.845173837
cg01849603	0.639562942	0.713471498	0.577312757	0.671270455	0.683583525	0.670903243	0.624790152	0.633664725	0.689731056	0.686176526	0.611680531	0.652040646
cg06555468	0.852149444	0.828807737	0.823407543	0.78044466	0.80970025	0.864974176	0.806946334	0.835898046	0.863797563	0.802809251	0.819835839	0.786821865
cg00482101	0.885050403	0.865577561	0.864603593	0.839708364	0.883697296	0.885600828	0.856660705	0.875849292	0.888525198	0.862073045	0.877143924	0.863278839
cg02275418	0.789171138	0.825424413	0.803101182	0.804261163	0.820867992	0.799659234	0.812669669	0.845611878	0.831053854	0.851607263	0.832049228	0.82364169
cg24202817	0.77380854	0.763919757	0.766853643	0.784987033	0.838084963	0.766282486	0.839276523	0.82705972	0.826852287	0.84529682	0.858793463	0.848191302
cg23980295	0.876562057	0.857124583	0.863778748	0.853850649	0.877083929	0.84793473	0.800771047	0.8249849	0.854625361	0.838945916	0.854578694	0.849396566
cg23183121	0.095751918	0.105682723	0.118245417	0.080115343	0.094325305	0.105199409	0.096845397	0.08464802	0.103139967	0.090713019	0.114591543	0.081901207
cg18624930	0.265192664	0.273562027	0.213870333	0.208537383	0.159434899	0.298700629	0.237629809	0.231108353	0.238455305	0.274289253	0.12317922	0.254989348
cg17487741	0.790836274	0.802624427	0.823371858	0.737198214	0.84713272	0.819466106	0.817964942	0.819995799	0.80992502	0.828157415	0.793896762	0.813542579
cg18935353	0.301773191	0.34224197	0.375869998	0.248365576	0.3128644	0.281335786	0.306823705	0.314933134	0.31439375	0.305747286	0.315046698	0.240835115
cg15027815	0.23557491	0.228243181	0.237064017	0.271742712	0.26455823	0.222952131	0.240292767	0.232206724	0.227821843	0.256422721	0.273924992	0.257083936
cg22335876	0.131698165	0.161285082	0.167214436	0.125141565	0.118471561	0.141100888	0.127161078	0.129245287	0.140693297	0.121521253	0.166463169	0.178142825
cg14673722	0.856034722	0.836011833	0.834501183	0.900686634	0.866560447	0.851404252	0.867224082	0.872167297	0.834682002	0.840978326	0.858305605	0.89728281
cg22581137	0.816519694	0.822034316	0.829255372	0.844453626	0.902238545	0.812491168	0.844048984	0.87578881	0.835674959	0.853581662	0.864052588	0.833745081
cg04980099	0.130170558	0.147071492	0.218397096	0.102739296	0.125461413	0.103038992	0.115118016	0.142315747	0.137077513	0.132665587	0.145469334	0.082499295
cg02498708	0.110364369	0.179366378	0.142063511	0.152092245	0.183372791	0.145317875	0.145862235	0.152065322	0.168661588	0.111587511	0.136505508	0.12876506
cg01806427	0.847651889	0.839574653	0.840608386	0.858240314	0.78544965	0.83256254	0.866748143	0.781318726	0.853409601	0.873040244	0.852680491	0.853380676
cg01854491	0.61087107	0.648411046	0.627651787	0.723430826	0.66766168	0.634490342	0.672676564	0.671185242	0.732301039	0.721976489	0.720980608	0.637861714
cg02015961	0.87897061	0.851658104	0.876326463	0.878639475	0.870194451	0.781070375	0.84421429	0.811787679	0.823503074	0.845311077	0.869877648	0.803414069
cg25381747	0.83797389	0.855053884	0.843899319	0.84691473	0.862785551	0.801027066	0.823909798	0.843709087	0.864601579	0.865911643	0.833266223	0.804651451
cg12585851	0.822381977	0.860568023	0.847888189	0.852941314	0.891793758	0.828395382	0.867803049	0.859086298	0.857901488	0.890698519	0.877474475	0.864896798
cg02514840	0.748428296	0.786118868	0.750522669	0.779005295	0.827762473	0.802675701	0.774769726	0.828417155	0.825222761	0.76608786	0.790109976	0.784051932
cg00024269	0.349005889	0.367835882	0.328018905	0.288143065	0.350350277	0.417716325	0.399805578	0.41788513	0.37782347	0.378282082	0.372559285	0.416233295
cg02959588	0.148659168	0.133028859	0.152040554	0.173153833	0.156298122	0.119587025	0.163953396	0.130399739	0.120371566	0.178887415	0.172570263	0.179012155
cg15175038	0.798968764	0.748984631	0.732872923	0.787553237	0.806625779	0.81232444	0.7577414	0.831032348	0.812551057	0.771866607	0.785127617	0.747271664
cg12274567	0.934839537	0.893502855	0.910992029	0.908469051	0.855813454	0.874322015	0.920818872	0.875213422	0.906162429	0.910004103	0.894325439	0.903737475
cg21913632	0.3137312	0.351123802	0.313958499	0.323799056	0.395957679	0.354059088	0.369630188	0.419924693	0.348323361	0.375737412	0.362232445	0.340810532
cg17374802	0.751732218	0.786179733	0.798870138	0.784584919	0.805301022	0.769175868	0.764391757	0.777218175	0.741457944	0.803047781	0.80943437	0.714350704
cg19706185	0.876355324	0.886295908	0.862823214	0.89585174	0.855350367	0.838433295	0.80512902	0.821691954	0.852858766	0.823048234	0.841809811	0.854642794
cg12141898	0.879519581	0.849768934	0.88730002	0.882735783	0.741449827	0.862826618	0.90334541	0.806703263	0.861262978	0.867045705	0.870493621	0.865170653
cg00417068	0.100337662	0.120962156	0.09030849	0.134615207	0.08327861	0.158121461	0.118470919	0.069103111	0.142057804	0.108443596	0.128015703	0.12515137
cg01699630	0.904237491	0.864180343	0.898891968	0.901780911	0.890549578	0.831385862	0.88757153	0.848476354	0.856384459	0.850460233	0.887714726	0.848797423
cg02212846	0.788998333	0.783557553	0.808903099	0.832999106	0.837350679	0.766170892	0.794669147	0.837300061	0.817966387	0.782562549	0.852963131	0.822414873
cg08375286	0.106694609	0.161221065	0.203006611	0.15117674	0.152916938	0.140802051	0.131203423	0.122283033	0.125084257	0.122472855	0.204117105	0.118270887
cg04425375	0.06521944	0.053108385	0.059308788	0.053958733	0.047525436	0.052156283	0.052090015	0.052798758	0.050211884	0.05497758	0.062400405	0.043681829
cg22791839	0.121438735	0.175315422	0.096723251	0.169007638	0.158101935	0.226109255	0.23030565	0.25108347	0.21748272	0.214963631	0.216685583	0.219225746
cg05756986	0.127249787	0.154875881	0.173504045	0.116159053	0.21156858	0.108057361	0.087428786	0.143410262	0.137976632	0.110079664	0.182873284	0.107914546
cg17473266	0.152167278	0.170911434	0.172757862	0.138055371	0.145362515	0.123891686	0.150238242	0.154743201	0.117317956	0.153094999	0.151697539	0.108057618
cg07566304	0.155750903	0.143317047	0.190950405	0.136893953	0.21894664	0.196285838	0.21363954	0.199994918	0.230555754	0.163809095	0.203926847	0.170658379
cg05667019	0.652499176	0.68507262	0.663477722	0.674443545	0.688463399	0.678075474	0.588955174	0.619909597	0.703621524	0.643587423	0.619399965	0.583497138
cg22275570	0.089223674	0.07904501	0.07868102	0.129121652	0.096004764	0.079788165	0.080122346	0.067483909	0.073911261	0.093284275	0.091698977	0.097868934
cg12782654	0.228376012	0.263253608	0.295051303	0.191925494	0.268499757	0.223168296	0.225080036	0.241948876	0.235531126	0.244220477	0.258423665	0.189866951
cg00576774	0.083328226	0.05726899	0.09239657	0.10275918	0.071071913	0.064058926	0.072850528	0.066892303	0.069390094	0.072350279	0.088453291	0.058059879
cg14906459	0.746647253	0.73420142	0.769771649	0.754308755	0.75330491	0.748870508	0.791851243	0.778990631	0.765730886	0.77152935	0.815244794	0.80032546
cg05937292	0.081094679	0.106737483	0.107508712	0.078654157	0.097029552	0.107442467	0.084380862	0.085474819	0.117030194	0.109297748	0.092433589	0.075208536
cg09029409	0.822702249	0.798832386	0.746835387	0.841433668	0.810951311	0.824911765	0.795758585	0.821096422	0.794672542	0.830379654	0.779115525	0.826173405
cg26610808	0.087243619	0.117409919	0.064671145	0.136865599	0.076519925	0.105551047	0.099250904	0.127954234	0.11186474	0.112767799	0.150248974	0.106142949
cg26683792	0.11112241	0.087069365	0.072816258	0.070300989	0.07195083	0.11073219	0.129121124	0.108543348	0.092065221	0.132065496	0.123811934	0.130571181
cg26272088	0.806016251	0.785094045	0.81701275	0.83061375	0.871454009	0.802929662	0.801055528	0.807181978	0.800393233	0.829399761	0.82495853	0.753925966
cg08337633	0.0746764	0.057185158	0.052000781	0.081737679	0.08015058	0.048560489	0.065440456	0.04672301	0.049403791	0.08019941	0.064652402	0.088282863
cg26078436	0.796303918	0.779186299	0.789425795	0.843900285	0.836941459	0.824162669	0.877965066	0.85884361	0.837475879	0.83571434	0.897249506	0.884583055
cg15256315	0.350146159	0.347702132	0.29519174	0.434711465	0.28232733	0.345432848	0.345419878	0.331292652	0.333793928	0.328415867	0.354700305	0.325455862
cg02522485	0.838174115	0.868935334	0.850745398	0.820372653	0.8442536	0.873385631	0.837845031	0.857944196	0.83705001	0.875685555	0.852838688	0.850982623
cg06568880	0.84263658	0.847477014	0.783965272	0.772659508	0.821323826	0.841132992	0.749020866	0.85047852	0.842064978	0.808204765	0.776106119	0.799958481
cg12741645	0.043042816	0.043995689	0.045530512	0.049495567	0.043578895	0.050365632	0.04585024	0.050231615	0.061913335	0.066673856	0.04904657	0.049213311
cg16495681	0.772434785	0.79446605	0.79804749	0.754659337	0.804190044	0.796110452	0.814211761	0.799761038	0.776744342	0.800730551	0.752875647	0.78484097
cg19064792	0.334895034	0.34251539	0.35144579	0.410158063	0.29847077	0.324371762	0.294086597	0.322301289	0.381282669	0.326848317	0.387092095	0.316353545
cg01038299	0.827595345	0.815834921	0.825414987	0.854803486	0.769601341	0.806937912	0.841117607	0.81839248	0.820505071	0.831837414	0.821447627	0.848196333
cg12975667	0.172622074	0.23569955	0.223530545	0.258328411	0.233100992	0.175857426	0.243217834	0.190402991	0.215899589	0.25049925	0.253043382	0.252322869
cg11837076	0.108733878	0.122258363	0.129366682	0.150198685	0.149916188	0.119307172	0.142300792	0.110782259	0.107076701	0.125697011	0.143922013	0.140625581
cg15819551	0.670027995	0.69770838	0.710287447	0.619830352	0.718394501	0.634086705	0.660492544	0.675134396	0.689091455	0.684120079	0.684507744	0.653754132
cg24106880	0.845610061	0.844388809	0.79874444	0.870404186	0.844998165	0.825533757	0.84743265	0.842522176	0.838052853	0.85797527	0.87660525	0.865730399
cg12255554	0.776851104	0.763509772	0.786695728	0.774396339	0.697128341	0.774284439	0.79323143	0.728578369	0.797916676	0.791276078	0.78342414	0.782916343
cg11838359	0.727759747	0.804753084	0.739976785	0.764541485	0.766919034	0.74539365	0.741820203	0.751842962	0.731565678	0.765099532	0.764461173	0.705408717
cg10583651	0.815026669	0.791502849	0.671990247	0.815545919	0.85075198	0.815301165	0.81592769	0.808133125	0.781085058	0.775718474	0.738569163	0.849359887
cg16827313	0.080857282	0.103322126	0.163082782	0.122503981	0.156566219	0.13520427	0.193007836	0.131033206	0.111938958	0.148593192	0.147000589	0.158104574
cg00265360	0.16371981	0.178588631	0.197520412	0.139520538	0.152367193	0.133009367	0.153576645	0.142497504	0.160825056	0.160341683	0.170020379	0.115080164
cg04631160	0.885172973	0.85591234	0.84883559	0.864748662	0.812995261	0.848870747	0.891312605	0.84713458	0.848815536	0.85927834	0.847761443	0.863681173
cg10026775	0.093684699	0.118380613	0.154929134	0.148542144	0.137948465	0.103938919	0.130760343	0.122854688	0.135875485	0.109876976	0.136595942	0.110380453
cg10600600	0.836565265	0.809639723	0.778100954	0.836837233	0.843690392	0.832473232	0.851178716	0.788179429	0.820072175	0.821610805	0.824591273	0.83398727
cg18833482	0.224939912	0.251658595	0.229187574	0.24755726	0.227526027	0.211253009	0.234344386	0.216888939	0.194339	0.238974965	0.249874922	0.238137228
cg24820204	0.333179113	0.353736769	0.393674463	0.379197448	0.349865575	0.304016209	0.351785199	0.305766923	0.343066357	0.372656315	0.393037568	0.343146355
cg06675981	0.360638619	0.416323854	0.412980277	0.369858973	0.366807637	0.342538187	0.363776222	0.38059432	0.353470076	0.374614393	0.418367762	0.345924141
cg16670376	0.177082177	0.124835601	0.162685	0.13694152	0.094385808	0.186422759	0.115561374	0.117930685	0.156664296	0.096129705	0.129552398	0.17618115
cg09385401	0.248355066	0.2544183	0.209984894	0.241737328	0.312631	0.265274673	0.200661244	0.26359692	0.210499436	0.20691028	0.197729651	0.190067791
